roll|name|faction_id|faction_name|legend|type|description|id|
|UNSTOPPABLE ONSLAUGHT|TYR|Tyranids|A surge of mindless aggression flows through Hive Fleet Behemoth driving them forward in a tidal wave of snapping jaws and lashing talons.|Hive Mind Discipline|<b>Blessing:</b> <i>Unstoppable Onslaught</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip01883" data-tooltip-content="#tooltip_content01883" data-tooltip-anchor="#tooltip_content01883"><span class="kwb">BEHEMOTH</span></span> unit within <a href="/wh40k9ed/factions/tyranids/#Synaptic-Link-Range">Synaptic Link range</a> of this <span class="tooltip00644" data-tooltip-content="#tooltip_content00644" data-tooltip-anchor="#tooltip_content00644"><span class="kwb">PSYKER</span></span>. Until the start of your next turn, each time a model in that unit makes a melee attack, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|000006655002|
|SYNAPTIC LURE|TYR|Tyranids|A psychic lure is placed on a threat; the marked prey is doomed.|Hive Mind Discipline|<b>Malediction:</b> <i>Synaptic Lure</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within <a href="/wh40k9ed/factions/tyranids/#Synaptic-Link-Range">Synaptic Link range</a> of this <span class="tooltip00644" data-tooltip-content="#tooltip_content00644" data-tooltip-anchor="#tooltip_content00644"><span class="kwb">PSYKER</span></span> or one enemy unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a friendly <span class="tooltip01800" data-tooltip-content="#tooltip_content01800" data-tooltip-anchor="#tooltip_content01800"><span class="kwb">KRAKEN</span></span> unit declares a charge, if that enemy unit is one of the targets of that charge, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a>.|000006663002|
|HIVE NEXUS|TYR|Tyranids|The Hive Mind funnels Leviathan’s sophisticated synaptic network through its conduits, enforcing its gestalt will among the hive fleet’s lesser organisms.|Hive Mind Discipline|<b>Blessing:</b> <i>Hive Nexus</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip00708" data-tooltip-content="#tooltip_content00708" data-tooltip-anchor="#tooltip_content00708"><span class="kwb">LEVIATHAN</span> <span class="kwb">CORE</span></span> unit within <a href="/wh40k9ed/factions/tyranids/#Synaptic-Link-Range">Synaptic Link range</a> of this <span class="kwb">PSYKER</span> and select one <a href="/wh40k9ed/factions/tyranids/#Synaptic-Imperative-Abilities">Synaptic Imperative ability</a> of a friendly <span class="tooltip01805" data-tooltip-content="#tooltip_content01805" data-tooltip-anchor="#tooltip_content01805"><span class="kwb">LEVIATHAN</span> <span class="kwb">SYNAPSE</span></span> model that is also within Synaptic Link range of this <span class="kwb">PSYKER</span>. Until the start of your next turn, that unit benefits from that <span class="kwb">SYNAPSE</span> model’s Synaptic Imperative ability as if it was active for your army (in addition to the one that is currently active for your army) and as if they were within 6" of one another.|000006665002|
|POISONOUS INFLUENCE|TYR|Tyranids|This synapse creature radiates a pulsed imperative that triggers the semi-sentient spores of Gorgon's biohorrors, spurring them to secrete venoms laced with a seeping psychic corruption.|Hive Mind Discipline|<b>Blessing:</b> <i>Poisonous Influence</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip01884" data-tooltip-content="#tooltip_content01884" data-tooltip-anchor="#tooltip_content01884"><span class="kwb">GORGON</span></span> unit within <a href="/wh40k9ed/factions/tyranids/#Synaptic-Link-Range">Synaptic Link range</a> of this <span class="tooltip00644" data-tooltip-content="#tooltip_content00644" data-tooltip-anchor="#tooltip_content00644"><span class="kwb">PSYKER</span></span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit makes a melee attack, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage (to a maximum of 6 mortal wounds).|000006667002|
|LURKING MAWS|TYR|Tyranids|The Hive Mind extends a psychic summons, and calls upon Jormungandr s embedded and waiting broods. Mindlessly converging via synaptic imperative, their sudden and frenzied attacks spell the foe’s end.|Hive Mind Discipline|<b>Malediction:</b> <i>Lurking Maws</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within <a href="/wh40k9ed/factions/tyranids/#Synaptic-Link-Range">Synaptic Link range</a> of this <span class="tooltip00644" data-tooltip-content="#tooltip_content00644" data-tooltip-anchor="#tooltip_content00644"><span class="kwb">PSYKER</span></span> or one enemy unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a friendly <span class="tooltip01798" data-tooltip-content="#tooltip_content01798" data-tooltip-anchor="#tooltip_content01798"><span class="kwb">JORMUNGANDR</span></span> model makes a melee attack against that enemy unit, improve the Armour Penetration characteristic of that attack by 1.|000006669002|
|SYMBIOSTORM|TYR|Tyranids|The synaptic web sings with psionic targeting information, guiding living projectiles to strike at the prey’s identified weak spots.|Hive Mind Discipline|<b>Blessing:</b> <i>Symbiostorm</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip01885" data-tooltip-content="#tooltip_content01885" data-tooltip-anchor="#tooltip_content01885"><span class="kwb">KRONOS</span></span> unit within <a href="/wh40k9ed/factions/tyranids/#Synaptic-Link-Range">Synaptic Link range</a> of this <span class="tooltip00644" data-tooltip-content="#tooltip_content00644" data-tooltip-anchor="#tooltip_content00644"><span class="kwb">PSYKER</span></span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit makes a ranged attack, add 1 to the Strength characteristic of that attack.|000006671002|
|PSYCHIC SHRIEK|TYR|Tyranids|Driven by synaptic imperative, acting as psychic conduits for the Hive Minds power, the warrior organisms of Hive Fleet Hydra open their maws as one and emit a mind-shredding shriek.|Hive Mind Discipline|<b>Witchfire:</b> <i>Psychic Shriek</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within <a href="/wh40k9ed/factions/tyranids/#Synaptic-Link-Range">Synaptic Link range</a> of this <span class="tooltip00644" data-tooltip-content="#tooltip_content00644" data-tooltip-anchor="#tooltip_content00644"><span class="kwb">PSYKER</span></span> or one enemy unit within 18" of this <span class="kwb">PSYKER</span>. Roll one D6 for each friendly <span class="tooltip01886" data-tooltip-content="#tooltip_content01886" data-tooltip-anchor="#tooltip_content01886"><span class="kwb">HYDRA</span> <span class="kwb">INFANTRY</span></span> and <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">HYDRA BEAST</s></span> model within 3" of that unit and three D6s for each friendly <span class="tooltip01887" data-tooltip-content="#tooltip_content01887" data-tooltip-anchor="#tooltip_content01887"><span class="kwb">HYDRA</span> <span class="kwb">MONSTER</span></span> model within 3" of that unit: for each 5+, that enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> (to a maximum of 6 mortal wounds).|000006673002|
1|GAZE OF YNNEAD|AE|Aeldari|The psyker's eyes blaze with fire as they channel the power of Ynnead, the Whispering God.|Psychic Disciplines|<b>Witchfire:</b> <i>Gaze of Ynnead</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <span class="kwb">PSYKER</span> and roll one D6, subtracting 2 from the result if that unit had a <a href="/wh40k9ed/the-rules/core-rules/#Starting-Strength-Half-strength-and-Destroyed-Units">Starting Strength</a> of 1. On a 1 or less, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>. On a 2-5, that unit suffers D3 mortal wounds. On a 6, that unit suffers D6 mortal wounds.|000006718002|
2|STORM OF WHISPERS|AE|Aeldari|The psyker's voice joins with those of the dead to drive the foe utterly insane.|Psychic Disciplines|<b>Witchfire:</b> <i>Storm of Whispers</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, roll three D6 for each enemy unit within 9" of this <span class="kwb">PSYKER</span>. For each 4+, the enemy unit being rolled for suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|000006718003|
3|WORD OF THE PHOENIX|AE|Aeldari|The psyker calls upon the revenant energies of the mythical phoenix to restore the life force of fallen warriors.|Psychic Disciplines|<b>Blessing:</b> <i>Word of the Phoenix</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip01244" data-tooltip-content="#tooltip_content01244" data-tooltip-anchor="#tooltip_content01244"><span class="kwb">YNNARI</span> <span class="kwb">INFANTRY</span></span> unit (excluding <span class="tooltip00157" data-tooltip-content="#tooltip_content00157" data-tooltip-anchor="#tooltip_content00157"><span class="kwb">WRAITH</span> <span class="kwb">CONSTRUCT</span></span> units) within 6" of this <span class="kwb">PSYKER</span>. One of that unit’s destroyed models (or D3 of its destroyed models if that unit has the Troops <a href="/wh40k9ed/the-rules/core-rules/#Battlefield-Role">Battlefield Role</a>) can be added back to that unit with full wounds remaining. These models can only be set up within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of enemy units that are already within Engagement Range of the unit they are being added back to.|000006718004|
4|UNBIND SOULS|AE|Aeldari|The psyker reaches out with their mind to weaken the bond between soul and body, debilitating the enemy.|Psychic Disciplines|<b>Malediction:</b> <i>Unbind Souls</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <span class="kwb">PSYKER</span>. Each time a <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">YNNARI</span></span> model from your army makes a melee attack that targets that enemy unit, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 automatically wounds the target.|000006718005|
5|SHIELD OF YNNEAD|AE|Aeldari|The psyker manifests a shield of spiritual energy around their allies, sheltering the devotees of Ynnead.|Psychic Disciplines|<b>Blessing:</b> <i>Shield of Ynnead</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">YNNARI</span></span> unit (excluding <span class="kwb">TITANIC</span> units) within 12" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, models in that unit have a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|000006718006|
6|ANCESTORS’ GRACE|AE|Aeldari|Drawing upon the greatness that is the genetic legacy of all Aeldari, the psyker bolsters their fellows.|Psychic Disciplines|<b>Blessing:</b> <i>Ancestors’ Grace</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">YNNARI</span></span> unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit makes a melee attack, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|000006718007|
1|WINDS OF THE WARP|QT|Chaos Knights|A localised tempest of empyric energy roars into being around the Knight and its bondsmen, striking enemy projectiles from the air in flashes of empyric lightning and sealing damaged hulls with its mutating touch.|Warp Storm Discipline|<b>Blessing (Aura):</b> <i>Winds of the Warp</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>Each time this <span class="kwb">PSYKER</span> loses a wound, roll one D6: on a 5+, that wound is not lost.</li><li>If the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> was 8 or more, while a friendly <span class="tooltip00948" data-tooltip-content="#tooltip_content00948" data-tooltip-anchor="#tooltip_content00948"><span class="kwb2">&lt;<span class="kwb3">D</span>READ</span> <span class="kwb">HOUSEHOLD&gt;</span> <span class="kwb">WAR</span> <span class="kwb">DOG-CLASS</span></span> model is within 6" of this <span class="kwb">PSYKER</span>, each time that model loses a wound, roll one D6: on a 6, that wound is not lost.</li></ul>|000007239002|
2|VORTEX TERRORS|QT|Chaos Knights|Down from the tortured skies rushes a howling empyric gale thick with tortured souls and screeching avian gheists. They whirl about the foe in an ephemeral storm that sows terror and confusion amongst the enemy ranks.|Warp Storm Discipline|<b>Malediction:</b> <i>Vortex Terrors</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>Subtract 1 from the Leadership characteristic of models in that unit.</li><li>Each time that unit is selected to shoot or fight, it must first take a <a href="/wh40k9ed/factions/chaos-knights/#Dread-Tests">Dread test</a>. If that test is failed, then until the end of the current phase, reduce the Weapon Skill and Ballistic Skill characteristics of models in that enemy unit by 1.</li></ul>|000007239003|
