wargear_id|line|name|Range|type|S|AP|D|abilities|
000003330|1|Boombits|12"|Assault D6|5|0|1|Each time an attack is made with this weapon, that attack automatically hits the target.|
000003331|1|Dread killsaw|Melee|Melee|+1|-4|2|Each time the bearer fights, it makes 1 additional attack with this weapon.|
000003332|1|Dread rippa klaw|Melee|Melee|x2|-3|D3+3||
000003333|1|Squiggoth supa-kannon|60"|Heavy 2D6|8|-2|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003334|1|Reinforced ram|Melee|Melee|+1|-1|3||
000003335|1|Kustom supa-rokkits|100"|Heavy D6|8|-3|D6|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003336|1|Stompa lifta-droppa|48"|Heavy 4D3|*|-4|D3+3|Each time an attack made with this weapon successfully hits, roll 3D6. If the result is greater than the target’s Toughness characteristic, that attack successfully wounds.|
000003337|1|Stompa klaw|Melee|Melee|x2|-5|9|Each time an attack made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 4+ inflicts D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> on the target in addition to any normal damage.|
000003338|1|Miniaturised flechette pod|12"|Pistol 4|3|0|1||
000003339|1|Twin heavy fusion cannon|24"|Heavy 2|9|-4|D6+2|Each time an attack made with this weapon targets a unit within half range, that attack has a damage characteristic of D6+4.|
000003341|1|Remora seeker missile|72"|Heavy 1|8|-2|D3|This weapon can be used once per battle.|
000003342|1|Fragmentation cluster shell launcher|36"|Heavy 3D6|5|-1|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003343|1|Heavy rail cannon array|120"|Heavy 2|18|-5|D6+6|Each time a successful <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> is made for an attack with this weapon, the target suffers 3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> in addition to any other damage.|
000003344|1|Steed of Slaanesh’s lashing tongue|Melee|Melee|4|0|1|After models riding an Exalted Seeker Chariot make their close combat attacks, you can attack with the Steeds of Slaanesh. Make 8 additional attacks, using this weapon profile.|
000003345|1|Steed of Slaanesh’s lashing tongue|Melee|Melee|4|0|1|After models riding a Hellflayer make their close combat attacks, you can attack with the Steeds of Slaanesh. Make 4 additional attacks, using this weapon profile.|
000003346|1|Steed of Slaanesh’s lashing tongue|Melee|Melee|4|0|1|After models riding a Seeker Chariot make their close combat attacks, you can attack with the Steeds of Slaanesh. Make 4 additional attacks, using this weapon profile.|
000003347|1|Massive scything sickle-talons|Melee|Melee|+1|-3|D3+3|Each time an attack is made with this weapon, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003348|1|Scything tail|Melee|Melee|User|-3|2|Each time the bearer fights, it makes 1 additional attack with this weapon and no more than 1 attack can be made with this weapon.|
000003349|1|Hierodule scything talons|Melee|Melee|+2|-3|D3+3|Each time an attack is made with this weapon, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1.|
000003350|1|Splinterstorm cannon|36"|Rapid Fire 6|*|-1|1|<a href="/wh40k9ed/factions/drukhari/#Poisoned-Weapon">Poisoned Weapon</a>|
000003351|1|Reaper of Glorious Entropy|Melee|Melee|x2|-3|3|<a href="/wh40k9ed/factions/death-guard/#Plague-Weapon">Plague Weapon</a>. Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage.|
000003354|1|Daemonic axe|Melee|Melee|+2|-2|3||
000003355|1|Hellforged sword|Melee|Melee|+1|-3|3||
000003356|1|Malefic talons|Melee|Melee|User|-1|2|Each time the bearer fights, it makes 1 additional attack with this weapon.|
000003357|1|Twin plague spewer|12"|Heavy 2D6|5|-1|1|<a href="/wh40k9ed/factions/death-guard/#Plague-Weapon">Plague Weapon</a>. Each time an attack is made with this weapon, that attack automatically hits the target.|
000003358|1|Plague claw|Melee|Melee|x2|-3|2|<a href="/wh40k9ed/factions/death-guard/#Plague-Weapon">Plague Weapon</a>. Each time an attack is made with this weapon, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003359|1|Orb of desiccation|6"|Grenade 3D3|4|-1|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. <a href="/wh40k9ed/factions/death-guard/#Plague-Weapon">Plague Weapon</a>. The bearer can only shoot with this weapon once per battle.|
000003360|1|Corrupted staff|Melee|Melee|+3|-1|D3|<a href="/wh40k9ed/factions/death-guard/#Plague-Weapon">Plague Weapon</a>|
000003361|1|Daemonic plague blade|Melee|Melee|+1|-1|1|<a href="/wh40k9ed/factions/death-guard/#Plague-Weapon">Plague Weapon</a>|
000003362|1|Shotgun|18"|Assault 2|3|0|1||
000003363|1|Unholy death’s head grenade|6"|Grenade 2D6|5|-1|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. <a href="/wh40k9ed/factions/death-guard/#Plague-Weapon">Plague Weapon</a>. The bearer can only shoot with this weapon once per battle.|
000003364|1|Helbrute plasma cannon|36"|Heavy D3|8|-3|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 is made for an attack with this weapon, the bearer suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after shooting with this weapon.|
000003365|1|Frag missile|48"|Heavy D6|4|0|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003365|2|Krak missile|48"|Heavy 1|8|-2|D6||
000003366|1|Helbrute fist|Melee|Melee|x2|-3|3|Each time the bearer fights, if it is equipped with 2 Helbrute fists, it makes 1 additional attack with this weapon.|
000003367|1|Helbrute hammer|Melee|Melee|x2|-4|D6|Each time an attack is made with this weapon, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003368|1|Power scourge|Melee|Melee|+1|-2|2|Each time the bearer fights, it makes 3 additional attacks with this weapon.|
000003369|1|Horrifying mutations|Melee|Melee|User|-2|1|<a href="/wh40k9ed/factions/death-guard/#Plague-Weapon">Plague Weapon</a>|
000003370|1|Battle cannon|72"|Heavy D6|8|-2|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003371|1|Defiler claws|Melee|Melee|x2|-3|D6||
000003372|1|Defiler scourge|Melee|Melee|+4|-2|2|Each time the bearer fights, it makes 3 additional attacks with this weapon.|
000003373|1|Noxious stink|6"|Heavy 2D6|4|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.|
000003376|1|Fireheart|18"|Pistol 1|9|-4|3||
000003377|1|Black Death|Melee|Melee|+2|-2|1|Each time the bearer fights, it makes D6 additional attacks with this weapon.|
000003384|1|Soldier’s Blade|Melee|Melee|+1|-4|2||
000003385|1|Sunwrath pistol|12"|Pistol 2|8|-3|2||
000003386|1|Benediction of Fury|Melee|Melee|+2|-2|3||
000003389|1|Mace of Redemption|Melee|Melee|x2|-3|2|Each time an attack is made with this weapon against a <span class="kwb">FALLEN</span> or <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 4+ inflicts 2 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> on the target and the attack sequence ends.|
000003391|1|Foe-smiter|24"|Assault 4|5|-1|2||
000003394|1|Heavenfall Blade|Melee|Melee|+2|-4|2|Each time the bearer fights, it makes 1 additional attack with this weapon.|
000003395|1|Atonement|18"|Pistol 1|9|-4|3||
000003401|1|Hammer of Baal|Melee|Melee|x2|-3|3||
000003402|1|Gallian’s staff|Melee|Melee|+3|-2|D3||
000003404|1|Severer|Melee|Melee|+2|-2|2|Each time an attack is made with this weapon, on an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 5+ the target suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> in addition to any normal damage.|
000003405|1|Archangel’s shard|Melee|Melee|+2|-4|2|Each time an attack made with this weapon is allocated to a model in a <span class="kwb">CHAOS</span> unit, that attack has a Damage characteristic of 3. Each time an attack made with this weapon is allocated to a model in a <span class="kwb">CHAOS</span> <span class="kwb">MONSTER</span> unit, that attack has a Damage characteristic of 4.|
000003407|1|Blade of Judgement|Melee|Melee|x2|-3|3|Each time an attack is made with this weapon against a <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a> unit, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003408|1|The Encarmine Warblade|Melee|Melee|+2|-4|3|Each time an attack is made with this weapon, on an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 the target suffers 2 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> in addition to any normal damage.|
000003409|1|Dancer’s Edge|Melee|Melee|+2|-4|2|Each time an attack is made with this weapon, on an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6, <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saving throws</a> cannot be taken against that attack.|
000003410|1|The Djin Blade|Melee|Melee|+1|-3|3|Each time the bearer fights, it makes 2 additional attacks with this weapon. At the end of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, roll one D6 if the bearer made any attacks with this weapon: on a 1, the bearer suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
000003411|1|Lelith’s blades|Melee|Melee|+1|-3|1|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 scores 1 additional hit.|
000003412|1|Wrack blades|Melee|Melee|User|-1|1|<a href="/wh40k9ed/factions/drukhari/#Poisoned-Weapon">Poisoned Weapon</a> (4+)|
000003413|1|Ur-Ghul talons|Melee|Melee|User|-1|1||
000003414|1|Talos ichor injector|Melee|Melee|-|-|-|Each time the bearer fights, no more than one attack can be made with this weapon. Each time an attack is made with this weapon, if a hit is scored, the target suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> and the attack sequence ends.|
000003415|1|Forgefire|36"|Heavy 3|6|-2|2|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage.|
000003416|1|Omni-steriliser|24"|Assault D3|6|-4|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003417|1|Delta Pistol|18"|Pistol 1|10|-4|4|Each time an attack is made with this weapon against a <span class="kwb">VEHICLE</span> unit, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
000003418|1|Strike|Melee|Melee|+8|-4|6||
000003418|2|Sweep|Melee|Melee|+2|-3|2|Each time an attack is made with this weapon profile, make 3 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000003419|1|Relentless Wrath|72"|Assault 2D6|8|-2|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003420|1|Fury of the Keep|36"|Assault D6|9|-5|D6+2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003421|1|Morvaine’s Agoniser|Melee|Melee|User|-3|1|<a href="/wh40k9ed/factions/drukhari/#Poisoned-Weapon">Poisoned Weapon</a> (4+). Each time the bearer fights, after all its attacks have been resolved, select one enemy unit that was hit by an attack made with this weapon (you cannot select a <span class="kwb">VEHICLE</span> or <span class="kwb">MONSTER</span> unit). Until the start of your next turn, that enemy unit cannot <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fall Back</a>.|
000003422|1|The Glaive Exquisite|Melee|Melee|+2|-5|2|Each time an attack made with this weapon targets an enemy unit with a Leadership characteristic of 8 or more, add 1 to that attack's <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>. At the end of any phase in which the bearer fought with this weapon, if it did not target any enemy units with a Leadership characteristic of 8 or more, it suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
000003423|1|Canker|18"|Pistol 1|9|-4|3|<a href="/wh40k9ed/factions/death-guard/#Plague-Weapon">Plague Weapon</a>|
000003424|1|Rotgrip|Melee|Melee|x3|-3|2|<a href="/wh40k9ed/factions/death-guard/#Plague-Weapon">Plague Weapon</a>|
000003425|1|Reaper of Misery|Melee|Melee|+2|-3|1|<a href="/wh40k9ed/factions/death-guard/#Plague-Weapon">Plague Weapon</a>. Each time an attack is made with this weapon, make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000003426|1|Invictus|30"|Rapid Fire 1|4|-2|2||
000003427|1|Sword of Idaeus|Melee|Melee|+1|-3|3||
000003428|1|Git-rippa|Melee|Melee|x2|-4|2|When resolving an attack made with this weapon, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
000003429|1|Skrak’s horned helmet|Melee|Melee|*|*|*|Each time the bearer fights, it can make 1 additional attack with this weapon and only 1 attack can be made with this weapon. When resolving an attack made with this weapon, if a hit is scored, the target suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> and the attack sequence ends.|
000003431|1|Rokker shoota|24"|Assault 4|4|-1|1||
000003432|1|Rokker choppa|Melee|Melee|+1|0|1|Each time the bearer fights, it can make 1 additional attack with this weapon.|
000003433|1|Purgation’s Purity|24"|Assault 3|4|-2|2|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 4+ automatically wounds the target.|
000003435|1|Sonic Reaper|12"|Assault D6|5|-2|2|Each time an attack is made with this weapon, that attack automatically hits the target. Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 5-6 inflicts 2 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> on the target and the attack sequence ends.|
000003438|1|Manipulus mechadendrites|Melee|Melee|User|0|1|Each time the bearer fights, it makes 3 additional attacks with this weapon.|
000003439|1|Focused|6"|Pistol D3|6|-3|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003439|2|Dissipated|12"|Pistol D3|6|-2|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003440|1|Servo-arc claw|Melee|Melee|+3|-2|3|Each time the bearer fights, no more than one attack can be made with each servo-arc claw. Each time an attack is made with this weapon against a <span class="kwb">VEHICLE</span> unit, that attack has a Damage characteristic of 4 and an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 4+ successfully wounds the target.|
000003441|1|Radium serpenta|18"|Assault 1|3|0|1|Each time an attack is made with this weapon against an enemy unit (excluding <span class="kwb">VEHICLE</span> units), an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 automatically wounds the target.|
000003442|1|Control stave|Melee|Melee|+3|-2|1||
000003443|1|Mechanicus pistol|12"|Pistol 2|4|-2|1||
000003444|1|Standard|36"|Heavy D6|7|-3|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003444|2|Supercharge|36"|Heavy D6|8|-3|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 is made for an attack with this weapon profile, the bearer’s unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after shooting with this weapon.|
000003445|1|Kastelan phosphor blaster|24"|Heavy 3|6|-1|2|Each time an attack is made with this weapon, the target does not receive the benefits of <a href="/wh40k9ed/the-rules/core-rules/#Dense-Cover">Dense Cover</a> against that attack.|
000003446|1|Daedalus missile launcher|48"|Heavy 1|7|-3|D6|Each time an attack is made with this weapon profile against an <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> unit, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003447|1|Gatling rocket launcher|48"|Heavy 5|6|-2|1|Each time an attack is made with this weapon profile against an <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> unit, add 1 to that attack's <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003448|1|Twin Onager heavy phosphor blaster|36"|Heavy 8|6|-2|2|Each time an attack is made with this weapon, the target does not receive the benefits of <a href="/wh40k9ed/the-rules/core-rules/#Dense-Cover">Dense Cover</a> against that attack.|
000003456|1|Ministorum heavy flamer|12"|Heavy D6|6|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.|
000003457|1|Ministorum hand flamer|12"|Pistol D6|4|0|1|Each time an attack is made with this weapon, that attack automatically hits the target.|
000003458|1|Boltgun|24"|Rapid Fire 1|4|0|1||
000003458|2|Ministorum flamer|12"|Assault D6|5|0|1|Each time an attack is made with this weapon profile, that attack automatically hits the target.|
000003459|1|Ministorum flamer|12"|Assault D6|5|0|1|Each time an attack is made with this weapon, that attack automatically hits the target.|
000003460|1|Artificer-crafted storm bolter|24"|Rapid Fire 2|4|0|2||
