faction_id|name|type|cp_cost|legend|source_id|description|id|
TYR|INVISIBLE HUNTER|Tyranids – Strategic Ploy Stratagem|1|Hunter-slayer organisms can melt away before the eyes of their foes, only to strike suddenly from a new and unexpected direction.||Use this Stratagem at the end of your turn. Select one <span class="tooltip01815" data-tooltip-content="#tooltip_content01815" data-tooltip-anchor="#tooltip_content01815"><span class="kwb">LICTOR</span></span> model from your army that was not set up on the battlefield this turn. Remove that model from the battlefield. In the <a href="/wh40k9ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your next <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, you can set that model back up on the battlefield anywhere that is <a href="/wh40k9ed/the-rules/core-rules/#Within-and-Wholly-Within">wholly within</a> 9" of any battlefield edge and more than 9" away from any enemy models. If the battle ends and that model is not on the battlefield, it is destroyed.|000002462019|
TYR|OVERRUN|Tyranids – Strategic Ploy Stratagem|1|Tyranids are an unstoppable avalanche of flesh and chitin.||Use this Stratagem at the end of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. Select one <span class="tooltip01808" data-tooltip-content="#tooltip_content01808" data-tooltip-anchor="#tooltip_content01808"><span class="kwb">HIVE</span> <span class="kwb">TENDRIL</span></span> unit from your army that made a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a> this turn. If there are no enemy models within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of that unit, models in that unit can make a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a>.|000002462020|
TYR|SHARD LURE|Tyranids – Strategic Ploy Stratagem|1|Leader-beasts mark prey with synaptically conductive chitin shards, to be pursued by their subordinate warrior organisms.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a ranged attack made by a model in a <span class="tooltip00763" data-tooltip-content="#tooltip_content00763" data-tooltip-anchor="#tooltip_content00763"><span class="kwb2">&lt;<span class="kwb3">H</span>IVE</span> <span class="kwb">FLEET&gt;</span> <span class="kwb">SYNAPSE</span></span> unit from your army scores a hit against an enemy unit. Until the end of the turn, each time a friendly <span class="kwb2">&lt;<span class="kwb3">H</span>IVE</span> <span class="kwb">FLEET&gt;</span> unit <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declares a charge</a>, if that enemy unit is one of the targets of that charge, roll one additional D6 and discard one of the dice when making the <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a>.|000002462021|
TYR|ENDLESS SWARM|Tyranids – Strategic Ploy Stratagem|1|As the battle rages, more organisms pour in to bolster the swarms.||Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>. Select one <span class="tooltip01793" data-tooltip-content="#tooltip_content01793" data-tooltip-anchor="#tooltip_content01793"><span class="kwb">ENDLESS</span> <span class="kwb">MULTITUDE</span></span> unit from your army. Up to D3+3 destroyed models can be added back to that unit with their full wounds remaining. These returned models can only be set up within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of enemy units that are already within Engagement Range of the unit they are being added back to.|000002462022|
TYR|INSTINCTIVE RAMPAGE|Tyranids – Strategic Ploy Stratagem|1|Tyrant Guard mercilessly hound those prey who have slain their Hive Tyrant, for such threats cannot be allowed to survive.||Use this Stratagem in any phase, when a <span class="tooltip01148" data-tooltip-content="#tooltip_content01148" data-tooltip-anchor="#tooltip_content01148"><span class="kwb2">&lt;<span class="kwb3">H</span>IVE</span> <span class="kwb">FLEET&gt;</span> <span class="kwb">HIVE</span> <span class="kwb">TYRANT</span></span> model from your army is destroyed by an enemy unit. Until the end of the battle:<br><ul><li>Each time a friendly <span class="tooltip01828" data-tooltip-content="#tooltip_content01828" data-tooltip-anchor="#tooltip_content01828"><span class="kwb2">&lt;<span class="kwb3">H</span>IVE</span> <span class="kwb">FLEET&gt;</span> <span class="kwb">TYRANT</span> <span class="kwb">GUARD</span></span> unit declares a charge, if that enemy unit is a target of that charge, add 4 to the <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a>.</li><li>Each time a friendly <span class="kwb2">&lt;<span class="kwb3">H</span>IVE</span> <span class="kwb">FLEET&gt;</span> <span class="kwb">TYRANT</span> <span class="kwb">GUARD</span> unit makes an attack against that enemy unit, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> and add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.</li></ul>|000002462023|
TYR|BOUNDING ADVANCE|Tyranids – Strategic Ploy Stratagem|1/2|Synaptic impulses from the Hive Mind cause Hormagaunts to surge into battle.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, when a <span class="tooltip01829" data-tooltip-content="#tooltip_content01829" data-tooltip-anchor="#tooltip_content01829"><span class="kwb">HORMAGAUNTS</span></span> unit from your army is selected to <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a>. Until the end of the turn:<br><ul><li>Each time that unit Advances, do not make an <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance roll</a>. Instead, until the end of the phase, add 6" to the Move characteristic of models in that unit.</li><li>That unit is still eligible to <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declare a charge</a> this turn even though it Advanced.</li></ul>If that unit has 15 or fewer models, this Stratagem costs 1CP; otherwise, it costs 2CP.|000002462024|
TYR|ENCIRCLE THE PREY|Tyranids – Strategic Ploy Stratagem|1|For organisms that can soar on high or burrow, it is no hardship to fade back during battle and stalk their prey before striking again.||Use this Stratagem at the end of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. Select one <span class="tooltip01830" data-tooltip-content="#tooltip_content01830" data-tooltip-anchor="#tooltip_content01830"><span class="kwb">BURROWERS</span></span> unit or unit that can <span class="tooltip01831" data-tooltip-content="#tooltip_content01831" data-tooltip-anchor="#tooltip_content01831"><span class="kwb">FLY</span></span> from your army. Remove that unit from the battlefield. In the <a href="/wh40k9ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your next <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, you can set that unit back up anywhere on the battlefield anywhere that is more than 9" away from any enemy models. If the battle ends and that unit is not on the battlefield, it is destroyed. A unit cannot be selected for this Stratagem if it was set up on the battlefield this turn.|000002462025|
TYR|SPORE CLOUDS|Tyranids – Strategic Ploy Stratagem|1|Sporecaster organisms are able to eject billowing clouds of spores that set to work polluting and altering the biosphere itself.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, when a <span class="tooltip01832" data-tooltip-content="#tooltip_content01832" data-tooltip-anchor="#tooltip_content01832"><span class="kwb">SPORECASTER</span></span> unit from your army is selected to <a href="/wh40k9ed/the-rules/core-rules/#Remain-Stationary">Remain Stationary</a>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, add 6" to the range of that unit’s <a href="/wh40k9ed/the-rules/core-rules/#Aura-Abilities">aura abilities</a>.|000002462026|
TYR|TOXIC ENTANGLEMENT|Tyranids – Strategic Ploy Stratagem|1|The Toxicrene’s mass of tendrils whip and coil about its victim, ensnaring them and drawing them into its lethal embrace.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="tooltip01833" data-tooltip-content="#tooltip_content01833" data-tooltip-anchor="#tooltip_content01833"><span class="kwb">TOXICRENE</span></span> model from your army scores a hit against an enemy unit (excluding <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> units) with a ranged attack. Roll one D6: on a 2+, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>:<br><ul><li>Halve the Move characteristic of models in that enemy unit.</li><li>If a charge is declared with that enemy unit, that <span class="kwb">TOXICRENE</span> model must be one of the targets of that charge.</li><li>If a charge is declared with that <span class="kwb">TOXICRENE</span> model, that enemy unit must be one of the targets of that charge. In addition, add 2 to the <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a>.</li></ul>|000002462027|
TYR|INFESTATION|Tyranids – Strategic Ploy Stratagem – Crusade|1|So thoroughly saturated with Tyranid swarms has the prey world become, that broods prowl almost all environs and surge from every tangled thicket and blasted ruin to attack.||Use this Stratagem before the battle, during the <a href="/wh40k9ed/the-rules/narrative-play/#10.-Declare-Reserves-and-Transports">Declare Reserves and Transports</a> step (if you are playing a mission without this step, use this Stratagem during deployment instead). Select one <span class="tooltip01793" data-tooltip-content="#tooltip_content01793" data-tooltip-anchor="#tooltip_content01793"><span class="kwb">ENDLESS</span> <span class="kwb">MULTITUDE</span></span> unit from your army. During deployment, when you set up that unit, it can be set up anywhere on the battlefield that is <a href="/wh40k9ed/the-rules/core-rules/#Within-and-Wholly-Within">wholly within</a> an <a href="/wh40k9ed/the-rules/core-rules/#Area-Terrain">Area Terrain</a> feature and more than 9" away from the enemy deployment zone and any enemy models.|000006690002|
TYR|IMPALING HOOKS|Tyranids – Wargear Stratagem|1|Pinioned upon vicious flesh hooks, the squirming prey is all the easier to tear apart.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when a <span class="tooltip00759" data-tooltip-content="#tooltip_content00759" data-tooltip-anchor="#tooltip_content00759"><span class="kwb">FLESH</span> <span class="kwb">HOOKS</span></span> unit from your army is selected to fight. Until the end of the phase, each time a <span class="kwb">FLESH</span> <span class="kwb">HOOKS</span> model in that unit makes a melee attack against an enemy unit (excluding <span class="kwb">VEHICLE</span> and <span class="kwb">MONSTER</span> units), add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000002462028|
TYR|PSYCHOTROPIC VENOM|Tyranids – Wargear Stratagem|1|Some lash whips can extrude venomous barbs, whose slightest scratch sends the victim into hallucinatory paroxysms as their mind’s worst fears manifest behind their eyes.||Use this Stratagem at the start of the <a href="/wh40k9ed/the-rules/core-rules/#MORALE-PHASE">Morale phase</a>. Select one enemy unit (excluding <span class="kwb">VEHICLE</span> units) within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of a <span class="tooltip00758" data-tooltip-content="#tooltip_content00758" data-tooltip-anchor="#tooltip_content00758"><span class="kwb">LASH</span> <span class="kwb">WHIP</span></span> or <span class="tooltip01834" data-tooltip-content="#tooltip_content01834" data-tooltip-anchor="#tooltip_content01834"><span class="kwb">TOXIC</span> <span class="kwb">LASHES</span></span> unit from your army. Until the end of the phase:<br><ul><li>Subtract 2 from the Leadership characteristic of models in that enemy unit.</li><li>Subtract 1 from <a href="/wh40k9ed/the-rules/core-rules/#Combat-Attrition-Tests">Combat Attrition tests</a> taken for that enemy unit.</li></ul>|000002462029|
TYR|ACIDIC TORRENT|Tyranids – Wargear Stratagem|1|This crude but undeniably effective method of killing the prey has the added advantage of rendering them down to easily consumed slurry.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when a unit from your army that contains any <span class="tooltip00760" data-tooltip-content="#tooltip_content00760" data-tooltip-anchor="#tooltip_content00760"><span class="kwb">ACID</span> <span class="kwb">MAW</span></span> models is selected to fight. Select one enemy unit within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of that unit. For each <span class="tooltip01835" data-tooltip-content="#tooltip_content01835" data-tooltip-anchor="#tooltip_content01835"><span class="kwb">ACID</span> <span class="kwb">MAW</span> <span class="kwb">INFANTRY</span></span> model in that unit that is within Engagement Range of that enemy unit, roll one D6, or three D6 if that model has the <span class="kwb">MONSTER</span> keyword; for each 3+, that enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> (to a maximum of 6 mortal wounds).|000002462030|
