faction_id|name|type|cp_cost|legend|source_id|description|id|
SM|ON THE SCENT|Wolfspear – Strategic Ploy Stratagem|1|Sensing when an enemy is weakened and fearing for its survival, the Wolfspear emerge from the shadows for a rapid strike.|000000163|Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>. Select one enemy unit that had models destroyed or lost any wounds this turn. Until the end of the turn, each time a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> is made by a friendly <span class="tooltip00806" data-tooltip-content="#tooltip_content00806" data-tooltip-anchor="#tooltip_content00806"><span class="kwb">WOLFSPEAR</span> <span class="kwb">CORE</span></span> unit, if that enemy unit was selected as a target of that charge, you can re-roll the charge roll.|000005986004|
SoS|EMPYRIC SEVERANCE|Sisters of Silence Stratagem|1|The mere presence of Null-Maidens is enough to quash the psychic manifestations of enemy witches.||Use this Stratagem in your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, when an enemy <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">PSYKER</a> <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifests</a> a psychic power within 18" of a <span class="tooltip02664" data-tooltip-content="#tooltip_content02664" data-tooltip-anchor="#tooltip_content02664"><span class="kwb">SISTERS</span> <span class="kwb2">OF</span> <span class="kwb">SILENCE</span> <span class="kwb">INFANTRY</span></span> unit from your army, after any <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch</a> attempt. Roll one D6; on a 3+ that psychic power is resisted and its effects are negated.|000004273002|
SoS|TALONS|Sisters of Silence Stratagem|1|The Talons of the Emperor strike with deadly unity.||Use this Stratagem in any phase, after shooting or fighting with an ADEPTUS CUSTODES unit from your army. Select one friendly <span class="tooltip02664" data-tooltip-content="#tooltip_content02664" data-tooltip-anchor="#tooltip_content02664"><span class="kwb">SISTERS</span> <span class="kwb2">OF</span> <span class="kwb">SILENCE</span> <span class="kwb">INFANTRY</span></span> unit within 6" of that unit. Until the end of that phase, when resolving an attack made by a model in that SISTERS OF SILENCE unit, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000004273003|
SoS|PUNISHMENT FIRE|Sisters of Silence Stratagem|1|Prosecutor squads train to pummel the enemy.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="tooltip03492" data-tooltip-content="#tooltip_content03492" data-tooltip-anchor="#tooltip_content03492"><span class="kwb">PROSECUTORS</span></span> unit from your army is chosen to shoot with. Until the end of that phase, change the Range and Type characteristic of boltguns equipped on models in that unit to 18" and <a href="/wh40k9ed/the-rules/core-rules/#ASSAULT">Assault 3</a> respectively.|000004273004|
SoS|DESPERATION’S PRICE|Sisters of Silence Stratagem|1|To overcome the Null-Maidens’ aura, enemy psykers overstretch themselves with horrible consequences.||Use this Stratagem in your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, when an enemy <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">PSYKER</a> unit within 18" of a <span class="tooltip02664" data-tooltip-content="#tooltip_content02664" data-tooltip-anchor="#tooltip_content02664"><span class="kwb">SISTERS</span> <span class="kwb2">OF</span> <span class="kwb">SILENCE</span> <span class="kwb">INFANTRY</span></span> unit from your army suffers <a href="/wh40k9ed/the-rules/core-rules/#Perils-of-the-Warp">Perils of the Warp</a>. That PSYKER suffers an additional D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|000004273005|
SoS|CREEPING DREAD|Sisters of Silence Stratagem|1|Foes shrink from the Null-Maidens’ unsettling presence.||Use this Stratagem at the start of any phase. Select one <span class="tooltip02664" data-tooltip-content="#tooltip_content02664" data-tooltip-anchor="#tooltip_content02664"><span class="kwb">SISTERS</span> <span class="kwb2">OF</span> <span class="kwb">SILENCE</span> <span class="kwb">INFANTRY</span></span> unit from your army. Until the end of that phase, when resolving an attack made by a model in an enemy unit within 6" of that unit, subtract 1 from the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000004273006|
SoS|DECAPITATING STRIKES|Sisters of Silence Stratagem|1|Vigilators train to lop their enemy’s heads from their necks, the better to separate witches from their powers.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when a <span class="tooltip03493" data-tooltip-content="#tooltip_content03493" data-tooltip-anchor="#tooltip_content03493"><span class="kwb">VIGILATOR</span></span> unit from your army is chosen to fight with. Until the end of that phase, when resolving an attack made with a melee weapon by a model in that unit, add 1 to the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|000004273007|
SoS|PURGATION SWEEP|Sisters of Silence Stratagem|1/2|Enough flame can make a pyre of anything.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>. Select a <span class="tooltip03494" data-tooltip-content="#tooltip_content03494" data-tooltip-anchor="#tooltip_content03494"><span class="kwb">WITCHSEEKER</span></span> unit from your army that contains five or less models for 1CP, or six or more models for 2CP. Until the end of that phase, when determining the number of attacks made by flamer weapons that models in that unit are equipped with, any results of less than 4 count as 4.|000004273008|
SoS|IMMATERIAL DISSONANCE|Sisters of Silence Stratagem|1|Psyk-out grenades leave their targets reeling.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>, after resolving an attack made with a psyk-out grenade by a SISTERS OF SILENCE model from your army against a <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">PSYKER</a> or DAEMON unit that scored a hit. Until the end of that turn, that PSYKER or DAEMON unit cannot fire <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> and when resolving an attack made by a model in that unit, subtract 1 from the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000004273009|
TAU|EXPERIMENTAL WEAPONRY|Bork’an Stratagem|1|Bork’an scientists have distributed the latest prototype weapons amongst their Sept’s Fire caste contingents, optimised to increase range and accuracy.||Use this Stratagem when a <span class="tooltip00811" data-tooltip-content="#tooltip_content00811" data-tooltip-anchor="#tooltip_content00811"><span class="kwb">BORK’AN</span> <span class="kwb">SEPT</span></span> unit from your army fires a ranged weapon that makes a random number of attacks (e.g. Heavy D6, Heavy 2D6 etc.). You can re-roll one of the dice used to determine the number of attacks made.|000002714023|
TAU|STRIKE AND FADE|Dal’yth Stratagem|1|Dal’yth T’au are experts at harrying and outmanoeuvring their foes, bleeding them with accurate bursts of fire before fading away into the shadows.||Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>. Pick a DAL’YTH SEPT unit from your army (excluding <span class="tooltip00812" data-tooltip-content="#tooltip_content00812" data-tooltip-anchor="#tooltip_content00812"><span class="kwb">AIRCRAFT</span></span>). That unit may shoot and then immediately move up to 6" as if it were the <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. They cannot <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a> as part of this move.|000002714022|
TAU|DROP ZONE CLEAR|Farsight Enclaves Stratagem|2|O’Shovah’s warriors have mastered the art of the drop-zone assault. There are few more imposing sights than a cadre of battlesuits raining from low orbit, jump-jets blazing and cannons spitting death at the helpless foe.||Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>. Choose a <span class="tooltip00818" data-tooltip-content="#tooltip_content00818" data-tooltip-anchor="#tooltip_content00818"><span class="kwb">FARSIGHT</span> <span class="kwb">ENCLAVES</span> <span class="kwb">BATTLESUIT</span></span> unit from your army that was set up on the battlefield using its <span class="redfont">Manta Strike</span> ability this turn. Add 1 to <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for that unit this phase.|000002714026|
TAU|VETERAN CADRE|Farsight Enclaves Stratagem|1/2|Many of Farsight’s followers have fought in countless battles against myriad foes.|000000116|Use this Stratagem before the battle. Select one <span class="tooltip02866" data-tooltip-content="#tooltip_content02866" data-tooltip-anchor="#tooltip_content02866"><span class="kwb">XV8</span> <span class="kwb">CRISIS</span> <span class="kwb">BATTLESUITS</span></span> or <span class="tooltip02867" data-tooltip-content="#tooltip_content02867" data-tooltip-anchor="#tooltip_content02867"><span class="kwb">XV8</span> <span class="kwb">CRISIS</span> <span class="kwb">BODYGUARDS</span></span> unit from your army that contains 3 models for 1 <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command Point</a> or one XV8 CRISIS BATTLESUITS or XV8 CRISIS BODYGUARDS unit from your army that contains 4 or more models for 2 Command Points. Models in that unit (excluding DRONES) have a Weapon Skill characteristic of 4+ and a Ballistic Skill characteristic of 3+. You can only use this Stratagem once per battle.|000004033002|
TAU|FURIOUS ASSAULT|Farsight Enclaves Stratagem|1|Using the powerful thrusters of their huge battlesuits, Farsight’s warriors slam into the fray.|000000116|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>, when a <span class="tooltip00817" data-tooltip-content="#tooltip_content00817" data-tooltip-anchor="#tooltip_content00817"><span class="kwb">JET</span> <span class="kwb">PACK</span></span> unit from your army finishes a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>. For each model in that unit, you can select one enemy unit within 1" of that model and roll one D6; on a 3+ that enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|000004033003|
TAU|DANGER CLOSE|Farsight Enclaves Stratagem|1|Fire Warrior teams of the Farsight Enclaves receive extensive training in close-quarters combat.|000000116|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="tooltip03495" data-tooltip-content="#tooltip_content03495" data-tooltip-anchor="#tooltip_content03495"><span class="kwb">BREACHER</span> <span class="kwb">TEAM</span></span> or <span class="tooltip03496" data-tooltip-content="#tooltip_content03496" data-tooltip-anchor="#tooltip_content03496"><span class="kwb">STRIKE</span> <span class="kwb">TEAM</span></span> unit from your army is chosen to shoot with. Until the end of that phase, when resolving an attack made with a ranged weapon by a model in that unit against an enemy unit within 12", you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|000004033004|
TAU|DEFENCE IN NUMBERS|Farsight Enclaves Stratagem|2|Farsight ensures that damaged battlesuits are rotated out of combat to preserve his warriors’ lives.|000000116|Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a> or your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when an <span class="tooltip02866" data-tooltip-content="#tooltip_content02866" data-tooltip-anchor="#tooltip_content02866"><span class="kwb">XV8</span> <span class="kwb">CRISIS</span> <span class="kwb">BATTLESUITS</span></span> or <span class="tooltip02867" data-tooltip-content="#tooltip_content02867" data-tooltip-anchor="#tooltip_content02867"><span class="kwb">XV8</span> <span class="kwb">CRISIS</span> <span class="kwb">BODYGUARDS</span></span> unit from your army is chosen as the target for an attack. Until the end of that phase, when a model in that unit would lose a wound, roll one D6; on a 5+ that wound is not lost.|000004033005|
TAU|FOCUSED FURY|Farsight Enclaves Stratagem|1|T’au officers are often equipped with advanced targeting equipment that identifies weak points in enemy defences.|000000116|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <a href="/wh40k9ed/the-rules/core-rules/#Characters">CHARACTER</a> model from your army is chosen to shoot with. Until the end of that phase, when resolving an attack made by that model, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|000004033006|
TAU|FIRESTORM|Farsight Enclaves Stratagem|1|In a terrific onslaught, Farsight Enclave flyers rain hell upon their foes, saturating them with heavy fire.|000000116|Use this Stratagem at the end of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. Select up to three T’AU EMPIRE units with the Flyer <a href="/wh40k9ed/the-rules/core-rules/#Battlefield-Role">Battlefield Role</a> from your army. This Stratagem costs 1 additional <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command Point</a> for each selected unit. Roll one D6 for each enemy unit within 3" of any of those selected units. On a 4+ that enemy unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|000004033007|
