roll|name|faction_id|faction_name|legend|type|description|
2|FRAZZLE|ORK|Orks|The Wurrboy concentrates really hard, a sickly green glow emanating around his gnarled cranium as he builds up a store of Waaagh! energy within himself. At the point where the Weirdboy is almost fit to burst, a wave of crackling energy floods out, reducing nearby foes to shrivelled husks in an instant.|Beasthead Discipline|<b>Witchfire:</b> <i>Frazzle</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, roll one D6 for each enemy unit that is within 9" of this <span class="kwb">PSYKER</span>: on a 4+, that unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|
3|BITIN’ JAWS|ORK|Orks|The Wurrboy conjures a set of enormous green jaws in front of him. their teeth clamping open and shut in time with his own twitching movements. As he narrows his eyes, these jaws surge towards the enemy, the Weirdboy gnashing and chomping at anything that gets in their way.|Beasthead Discipline|<b>Witchfire:</b> Bitin’ Jawz has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy model that is within 18" of and visible to this <span class="kwb">PSYKER</span>. Draw a line between any part of this <span class="kwb">PSYKER</span>’s base and any part of the selected model’s base (or hull); the selected model’s unit, and every other enemy unit that this line passes over or through, suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
4|SPIRIT OF GORK|ORK|Orks|The Wurrboy stokes the bestial fury of nearby squigs. Eyes aglow with Waaagh! energy, the enraged creatures plunge into enemy lines, tearing the foe apart while their amused riders cling on tightly!|Beasthead Discipline|<b>Blessing:</b> <i>Spirit of Gork</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip01795" data-tooltip-content="#tooltip_content01795" data-tooltip-anchor="#tooltip_content01795"><span class="kwb">SQUIG</span></span> unit within 12" of and visible to this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>Each time that unit fights, it can make 1 additional attack with each Big Chompa’s jaws, squighog jaws, smasha squig jaws or squigosaur’s jaws it is equipped with.</li><li>Each time a model in that unit makes an attack with Big Chompa’s jaws, squighog jaws, smasha squig jaws or squigosaur’s jaws, on an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6, that attack inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage.</li></ul>|
5|BEASTSCENT|ORK|Orks|The Wurrboy turns his nose to the sky, taking exaggerated sniffs. As he does so, a faint green glow begins to emanate from nearby enemies, telling the Weirdboy’s fellow hunters exactly where to find them.|Beasthead Discipline|<b>Malediction:</b> <i>Beastscent</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit that is within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, that enemy unit does not receive the <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">benefits of cover</a> against attacks made by <span class="tooltip00800" data-tooltip-content="#tooltip_content00800" data-tooltip-anchor="#tooltip_content00800"><span class="kwb">BEAST</span> <span class="kwb">SNAGGA</span></span> units from your army.|
6|SQUIGGLY CURSE|ORK|Orks|The Wurrboy cackles madly as he transforms the foe into a herd of squigs, the now terrified and confused beasts rampaging through their former comrades before bounding away.|Beasthead Discipline|<b>Witchfire:</b> <i>Squiggly Curse</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 12" of this <span class="kwb">PSYKER</span> and roll one D6 for each model in that unit (to a maximum of 6 dice). For each result of 4+, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>. If any models in that unit are destroyed by this psychic power, every other enemy unit within 6" of that unit suffers 1 mortal wound.|
11|GAZE OF HATE|TS|Thousand Sons|Pure roiling hatred surges through the psyker, becoming first dark fire in their veins then leaping from their eyes in searing columns of annihilating energy. Those struck by them risk being scoured from existence entirely.|Psychic Powers|<b>Witchfire:</b> <i>Gaze of Hate</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span> and roll three D6: for each roll of 4+, that enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
12|TWIST OF FATE|TS|Thousand Sons|One with sufficient willpower and disregard for their own soul can glean forbidden lore by looking upon the unfettered tides of the warp, plucking silvery skeins of fate from amongst the deadly morass and spinning them into nooses for their luckless foes.|Psychic Powers|<b>Malediction:</b> <i>Twist of Fate</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 8. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 12" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, models in that unit cannot use any <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saves</a>.|
13|DARK BLESSING|TS|Thousand Sons|Offering bloody sacrifice to the Dark Gods, the psyker calls down their unbridled generosity upon his foe. Their bodies are wracked by hideous mutations, their sanity collapsing as their mortal forms become a heaving, thrashing mass of horror.|Psychic Powers|<b>Witchfire:</b> <i>Dark Blessing</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy model within 6" of and visible to this <span class="kwb">PSYKER</span> and roll one D6: if the result is greater than the target’s Toughness characteristic, its unit suffers D3+3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|
21|PRESAGE|TS|Thousand Sons|The psyker reads signs and omens in the ebb and flow of battle, the whirling patterns of smoke, the spatter of blood as blades bite home. These gleaned warnings he passes on to his warriors, the better for them to predict and thus strike down their enemies.|Psychic Powers|<b>Blessing:</b> <i>Presage</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit makes an attack, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
22|SWELLED BY THE WARP|TS|Thousand Sons|The psyker opens a ragged channel to the roiling energies of the warp and funnels them recklessly into a chosen target. That warrior’s form expands with iron-hard muscle, lashing extra limbs, gnashing fangs and vicious talons that allow them to tear a bloody path through the foe.|Psychic Powers|<b>Blessing:</b> <i>Swelled by the Warp</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> model within 12" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 2 to that model’s Strength characteristic and 1 to its Attacks characteristic.|
23|TEMPORAL SURGE|TS|Thousand Sons|With a wrench of mind, body and soul the psyker tears ropey strands of temporal energy through the veil from beyond and hurls them out to wind about his allies. Those so blessed are sped into battle all the faster as their garland of stolen time burns swiftly away.|Psychic Powers|<b>Blessing:</b> <i>Temporal Surge</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip00519" data-tooltip-content="#tooltip_content00519" data-tooltip-anchor="#tooltip_content00519"><span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> <span class="kwb">INFANTRY</span></span>, <span class="tooltip01748" data-tooltip-content="#tooltip_content01748" data-tooltip-anchor="#tooltip_content01748"><span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> <span class="kwb">CAVALRY</span></span>, or <span class="tooltip01796" data-tooltip-content="#tooltip_content01796" data-tooltip-anchor="#tooltip_content01796"><span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> <span class="kwb">BEASTS</span></span> unit within 6" of this <span class="kwb">PSYKER</span>. That unit can make a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a>.|
31|EMPYRIC GUIDANCE|TS|Thousand Sons|The psyker conjures a whirling flock of daemonic imps that bear his comrades’ shells and energy blasts across the battlefield on flickering wings of unholy flame.|Psychic Powers|<b>Blessing:</b> <i>Empyric Guidance</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 4. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> unit within 12" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 6" to the Range characteristic of <a href="/wh40k9ed/the-rules/core-rules/#RAPID-FIRE">Rapid Fire</a> and <a href="/wh40k9ed/the-rules/core-rules/#HEAVY">Heavy weapons</a> models in that unit are equipped with.|
32|PSYCHIC STALK|TS|Thousand Sons|Astrally projecting a portion of his soul into the warp, the psyker circles the flickering witchfires of his victims’ souls. Should their mental defences drop for even a moment, he strikes with predatory swiftness.|Psychic Powers|<b>Witchfire:</b> <i>Psychic Stalk</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit that is not a <span class="kwb">VEHICLE</span>, <span class="kwb">MONSTER</span> or <span class="kwb">CHARACTER</span> within 18" of and visible to this <span class="kwb">PSYKER</span>. Roll 2D6: if the result is greater than the unmodified Leadership characteristic of that unit, one model in that unit selected by your opponent is slain.|
33|DESECRATION OF WORLDS|TS|Thousand Sons|The worlds of the galaxy shall tremble and shatter beneath the dolorous tread of the Heretic Astartes, starting with this one! The psyker pours their rage and contempt into the bedrock of the battlefield, tainting it with their warpcraft even as they shatter it apart.|Psychic Powers|<b>Malediction:</b> <i>Desecration of Worlds</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 24" of and visible to this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time that unit makes a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a>, <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advances</a>, <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Falls Back</a> or makes a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>, roll one D6 for each model in that unit. For each result of 6, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
11|TZEENTCH’S FIRESTORM|TS|Thousand Sons|The psyker conjures a raging storm of pink and blue fire down from the skies, that mutates his foes and leaves capering daemons that claw and bite in its wake.|Psychic Powers|<b>Witchfire:</b> <i>Tzeentch’s Firestorm</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span> and roll nine D6. For each roll of 6, that enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>. If the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> was an unmodified 9+, that enemy unit suffers 1 mortal wound for each roll of 5+ instead.|
12|GLAMOUR OF TZEENTCH|TS|Thousand Sons|The psyker twists and obscures the perceptions of his foes to the point that his allies become all but invisible.|Psychic Powers|<b>Blessing:</b> <i>Glamour of Tzeentch</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time an attack is made against that unit, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
